"name","scie","lang","tags"
"Pistachio nuts","Pistacla vera","A. Pista; B. Pesta; G. Pista; H. Pista; Kan. Pista; Kash. Pista; Kh. Pista; Mal. Pista; Mar. Pista; N. Pista; O. Pista; P. Pista; Tam. Pista; Tel. Pista; U. Pista.","vegetarian eggetarian fishetarian veg"
"Safflower seeds","Carthamus tinctorius","B. Kusum; G. Kusumbo; H. Kardi; Kan. Kusambe; Kh. Symbai tiew sngi; Mal. Karadi; Mar. Karadi; Tam. Sendurkan vidhai; Tel. Kusuma ginzalu.","vegetarian eggetarian fishetarian veg"
"Sunflower seeds","Helianthus annuus","A. Beli phular guti; B. Suraj mukhi; G. Suraj mukhi na bee; H. Surya mukhi; Kan. Sryakanti bijagalu; Kh. Symbai tiew sngi; Mal. Suryakanthi; M. Numitlei Maru; Mar. Surya mukhi; O. Surjya Mukhi Manji; P. Suraj mukhi; Tam. Suryakanthi vidhai; Tel. Podduthirugidi puvvu ginzalu.","vegetarian eggetarian fishetarian veg"
"Walnut","Juglans regia","A. Akhrot; B. Akhrot; G. Akhrot; H. Akhrot; Kan. Akrodu; Kash. Dhoon; Kh. Walnut; Mal. Akrottandi; M. Heijukha; Mar. Akhrod; N. Okhar; O. Akhoot; P. Akhrot; Tam. Akhrot; Tel. Akrot kaya; U. Akhrut.","vegetarian eggetarian fishetarian veg"
"Jaggery, cane","Saccharum officinarum","A. Gur; B. Gurh; G. God; H. Gud; Kan. Bella; Kash. Gor; Kh. Mithai Gur; Kon. Godd; Mal. Vellam; M. Chini Anganba; Mar. Gul; O. Guda; P. Gud; Tam. Mandavellam; Tel. Bellam; U. Gud.","vegetarian eggetarian fishetarian veg"
"Sugarcane, juice","Saccharum officinarum","A. Kunhiyar; B. Akher rosh; G. Sherdino ras; H. Ganne-ka-ras; Kan. Kabbina halu; Kash. Ganne rus; Kh. Soh Pai; Mal. Karumbin neeru; M. Chuhing; Mar. Usacha rasa; O. Aakhu Dorua; P. Ganne-da-ras; Tam. Karumbu charu; Tel. Cheruku rasam; U. Ganne-ke-ras.","vegetarian eggetarian fishetarian veg"
"Egg, duck, whole, omlet","","","eggetarian fishetarian nonveg"
"Button mushroom, fresh","Agaricus sp.","A. Mushroom; B. Banger chata; E. Common mushroom, Portobello mushroom; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit budam; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.","vegetarian eggetarian fishetarian veg"
"Chicken mushroom, fresh","Lactiporus sp.","A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit tyndong; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.","vegetarian eggetarian fishetarian veg"
"Shiitake mushroom, fresh","Lentinula sp.","A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Uyen; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.","vegetarian eggetarian fishetarian veg"
"Oyster mushroom, dried","Pleurotus sp.","B. Banger chata; G. Biladino top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.","vegetarian eggetarian fishetarian veg"
"Coconut Water","","A. Dab narikolor pani; B. Daberjal; G. Nariyad nu pani; H. Nariyal ka pani; Kan. Thenga neeru; Kash. Narji pooen; Kh. Um snepkor; Mal. Thenga vellam; M. Yubi Mahi; Mar. Naral pani; O. Paida pani; P. Gola da pani; Tam. Ilaneer; Tel. Kobbari neeru.","vegetarian eggetarian fishetarian veg"
"Milk, whole, Buffalo","","A. Mohor gakhir; B. Dudha (Mosher); G. Bhes nu dhudh; H. Bhains ka dhood; Kan. Uemma halu; Kash. Doodh; Kh. Dud muid; Mal. Kerbau paal; M. Eroi Sanghom; Mar. Doodh (Maish); O. Mainsi dudha; P. Maz da doodh; Tam. Erumaipal; Tel. Gedha/Barre palu.","vegetarian eggetarian fishetarian veg"
"Milk, whole, Cow","","A. Garoor gakhir; B. Doodh (garu); G. Gai nu dhudh; H. Gai ka doodh; Kan. Hasuvina halu; Kash. Doodh; Kh. Dud masi; M. San Sanghom; Mar. Doodh (gay); O. Gai dudha; P. Gaan da doodh; S. Gow kshiram; Tam. Pasumpaal; Tel. Aavu paalu.","vegetarian eggetarian fishetarian veg"
"Egg, quial, whole, raw","","","eggetarian fishetarian nonveg"
"Paneer","","A. Paneer; B. Chena; E. Cottage Cheese; G. Paneer; H. Chhena; Kan. Tali; Kash. Chaman; Kh. Paneer; Mal. Palkatti; M. Channa; O. Chhena; P. Paneer; Tam. Paladai; Tel. Paalavirugudu.","vegetarian eggetarian fishetarian veg"
"Khoa","","A. Khoa; B., H., Kan., Mal., P., Tel. Khoa; G. Mavo; Kash. Khoya; Kh. Malai khowa; O. Khua; P. Khoya; Tam. Thirattupal.","vegetarian eggetarian fishetarian veg"
"Egg, poultry, whole, raw","","","eggetarian fishetarian nonveg"
"Egg, poultry, white, raw","","","eggetarian fishetarian nonveg"
"Egg, poultry, yolk, raw","","","eggetarian fishetarian nonveg"
"Egg, poultry, whole, boiled","","","eggetarian fishetarian nonveg"
"Egg, poultry, white, boiled","","","eggetarian fishetarian nonveg"
"Egg, poultry, yolk, boiled","","","eggetarian fishetarian nonveg"
"Egg, poultry, omlet","","","eggetarian fishetarian nonveg"
"Egg, country hen, whole, raw","","","eggetarian fishetarian nonveg"
"Egg, country hen, whole, boiled","","","eggetarian fishetarian nonveg"
"Egg, country hen, omlet","","","eggetarian fishetarian nonveg"
"Goat, testis","","","nonveg"
"Chicken, poultry, leg, skinless","","","nonveg"
"Chicken, poultry, thigh, skinless","","","nonveg"
"Chicken, poultry, breast, skinless","","","nonveg"
"Chicken, poultry, wing, skinless","","","nonveg"
"Goat, shoulder, meat","","","nonveg"
"Goat, chops","","","nonveg"
"Goat, legs","","","nonveg"
"Goat, brain","","","nonveg"
"Goat, tongue","","","nonveg"
"Goat, lungs","","","nonveg"
"Goat, heart","","","nonveg"
"Goat, liver","","","nonveg"
"Goat, tripe","","","nonveg"
"Goat, spleen","","","nonveg"
"Goat, kidneys","","","nonveg"
"Goat, tube (small intestine)","","","nonveg"
"Sheep, shoulder","","","nonveg"
"Sheep, chops","","","nonveg"
"Sheep, leg","","","nonveg"
"Sheep, brain","","","nonveg"
"Sheep, liver","","","nonveg"
"Sheep, tripe","","","nonveg"
"Sheep, spleen","","","nonveg"
"Sheep, kidneys","","","nonveg"
"Beef, shoulder","","","nonveg"
"Beef, chops","","","nonveg"
"Beef, round (leg)","","","nonveg"
"Beef, brain","","","nonveg"
"Beef, tongue","","","nonveg"
"Beef, lungs","","","nonveg"
"Beef, heart","","","nonveg"
"Beef, liver","","","nonveg"
"Beef, tripe","","","nonveg"
"Beef, spleen","","","nonveg"
"Beef, kidneys","","","nonveg"
"Calf, shoulder","","","nonveg"
"Calf, chops","","","nonveg"
"Calf, round (leg)","","","nonveg"
"Calf, kidneys","","","nonveg"
"Mithun, shoulder","","","nonveg"
"Mithun, chops","","","nonveg"
"Mithun, round (leg)","","","nonveg"
"Pork, shoulder","","","nonveg"
"Pork, chops","","","nonveg"
"Pork, ham","","","nonveg"
"Pork, lungs","","","nonveg"
"Pork, heart","","","nonveg"
"Pork, liver","","","nonveg"
"Pork, stomach","","","nonveg"
"Pork, spleen","","","nonveg"
"Pork, kidneys","","","nonveg"
"Hare, chops","","","nonveg"
"Hare, leg","","","nonveg"
"Rabbit, shoulder","","","nonveg"
"Rabbit, chops","","","nonveg"
"Rabbit, leg","","","nonveg"
"Allathi","Elops machnata","E. Tenpounder, Ladyfish, Indo pacific Tarpon; Mal. Valli poomeen, Vallipoomeen; Mar. Shonas, Dandeli, Chirya; O. Naum; Tam. Poomeen, Ullahti, Manna, Mooran Kendai; Tel. Jinnagow, Jallagu; [Place of collection: Chennai]","fishetarian nonveg"
"Aluva","Parastromateus niger","E. Black pomfret, Brown Pomfret, Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Karuvolli, Karauthakoli, Avoli, Vellavoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; [Place of collection: Vizag, Goa and Mumbai]","fishetarian nonveg"
"Anchovy","Stolephorus indicus","E. Indian anchovy, Hardenberg`s anchovy; Mal. Conetholi; Mar. Dindus; Tam. Tamil Nethilli; Tel. Nattoo; [Place of collection: Chennai and Kochi]","fishetarian nonveg"
"Ari fish","Aprion virescens","E. Green jobfish; [Place of collection: Kochi]","fishetarian nonveg"
"Betki","Lates calcarifer","E. Barramundi, Asian sea bass, Cockup, Cock up, Giant Sea Perch, Giant Seaperch; B. Bhekti; G. Bekti, Gariyu; Kan. Keliji, Koliji; Mal. Narimeen, Nuddee meen, Nair meen, Nari meen; Mar. Khajura, Jiteda, Khajuri, Fitadar; O. Durruah, Bekkut; Tam. Painnee meen, Koduva, Keduwa; Tel. Pandu kopah, Dadhara, Pandu menu; [Place of collection: Kolkata]","fishetarian nonveg"
"Black snapper","Macolor niger","[Place of collection: Kolkata]","fishetarian nonveg"
"Bombay duck","Harpadon nehereus","E. Bummalo; B. Nehare, Lutia, Bamaloh; G. Bumla, Gulchi; Mar. Bunmalo, Bombil; O. Bombil; Tam. Vangaravasi; Tel. Cucah sawahri, Coco mottah; Common. Lizardfish; [Place of collection: Mumbai and Kolkata]","fishetarian nonveg"
"Bommuralu","Muraenesox cinerius","E. Daggertooth pike conger, Dagger tooth pike conger; Common. Eel; [Place of collection: Chennai, Goa and Vizag]","fishetarian nonveg"
"Cat fish","Tachysurus thalassinus","[Place of collection: Chennai]","fishetarian nonveg"
"Chakla","Rachycentron canadum","E. Cobia, Black kingfish, Black King Fish, Butterfish, Black salmon, Ling, Lemonfish, Crabeater, Prodigal son, Black bonito; G. Modasa; Mal. Neimeen; Mar. Muddus, Sakala, Sakla, Madusa; Tam. Cuddul verarl, Kadal viral; Tel. Peddah mottah; Common. Perciform marine fish; [Place of collection: Mumbai, Vizag, Goa, Mandapam and Chennai]","fishetarian nonveg"
"Chappal","Aluterus monoceros","E. Unicorn leatherjacket; Common. Filefish; [Place of collection: Goa]","fishetarian nonveg"
"Chelu","Elagatis bipinnulata","E. Rainbow runner, Rainbow yellowtail, Spanish jack, Hawaiian salmon; Mal. Poomeen, Chameen; Tam. Kulkul; Common. Pelagic marine fish; [Place of collection: Vizag and Chennai]","fishetarian nonveg"
"Squid, black","Loligo sp.","[Place of collection: Kolkata]","fishetarian nonveg"
"Chembali","Lutjanus quinquelineatus","E. Five lined snapper, Blue striped snapper, Fivelines Seaperch, Gold striped Sea-perch., Five line Snapper, Fivelined Snapper; Common. Snapper; [Place of collection: Kochi]","fishetarian nonveg"
"Eri meen","Pristipomoides filamentosus","E. Crimson jobfish, Crimson snapper, Opakapaka, Hawaiian pink snapper; Common. Snapper; [Place of collection: Kochi]","fishetarian nonveg"
"Gobro","Epinephelus diacanthus","E. Coral Cod, Six barred Reef Cod, Thornycheek Grouper, Spinycheek Grouper, Grouper, Six barred Reef cod, Seabass, Coral Trout; Kan. Guri; Kon. Gobri; Mal. Kalawa, Varayan Kalawa; Mar. Gobra, Hekaru; Tam. Kalava; Common. Serranid fish; [Place of collection: Mumbai and Goa]","fishetarian nonveg"
"Guitar fish","Rhinobatus prahli","[Place of collection: Chennai]","fishetarian nonveg"
"Kite fish","Mobula kuhlii","E. Shortfin devil ray; Common. Ray; [Place of collection: Kochi]","fishetarian nonveg"
"Hilsa","Tenualosa ilisha","E. Ilish, Hilsa, River Shad, Indian Shad, Hilsa Shad; A. Elish, Ilish; B. Ilishmach, Ilish, Hilsa, Ilisha, Hilsha; G. Chaski, Palla, Chaksi, Chakshi; H. Hilsa; Kan. Palasa, Paliya, Polasa, Palia, Mullasu; Mal. Paluva, Valava, Paliyah; Mar. Palva, Chaksi, Pala, Palla; O. Ilisha, Ilish, Jodi; Tam. Karuva ullam, Sevva, Dolum, Ullam, Oolum; Tel. Palasah, Polasa, Palasa, Palia; Common. Herring; [Place of collection: Kochi]","fishetarian nonveg"
"Jallal","Arius sp.","E. Arius; Common. Catfish; [Place of collection: Vizag]","fishetarian nonveg"
"Jathi vela meen","Lethrinus lentjan","E. Pig face Bream, Silver Spotted Sea Bream, Bridled Pigface bream; Mal. Pullivelameen, Kadu; Tam. Valamin; Tel. Karua; Common. Emperor fish; [Place of collection: Mumbai and Mandapam]","fishetarian nonveg"
"Kadal bral","Synodus indicus","E. Indian lizardfish; Common. Lizardfish; [Place of collection: Kochi]","fishetarian nonveg"
"Kadali","Nemipterus mesoprion","E. Redfilament Threadfin bream; [Place of collection: Chennai]","fishetarian nonveg"
"Kalamaara","Leptomelanosoma indicum","E. Indian threadfin, Monk Fish, Thread Fin, Row Ball, Bastard Mullets, Bamin, Threadfin, Indian Salmon, Giant Threadfin, Indian Threadfin; G. Dara, Darha, Dadha; Kan. Vahmeenu, Ramas; Mal. Thamuthi, Yeta, Wahmeen, Baameen, Norakudiyan, Bahmin; Mar. Dara, Darha, Chelna; Tam. Thiravalai, Vellaikala, Seenakalai, Tahlunkala, Panigala, Valanakala, Kala, Battihiravalai, Kondiangalai, Kattikalai; Tel. Podikimaga, Budathamaga, Boddumaga, Thellamaga, Sahala, Maga-booshee; Common. Coastal fish; [Place of collection: Goa and Vizag]","fishetarian nonveg"
"Kalava","Epinephelus coioides","E. Orange spotted grouper, Estuary cod; [Place of collection: Mandapam]","fishetarian nonveg"
"Kanamayya","Lutjanus rivulatus","E. Blubberlip snapper, Maori Snapper, Multi coloured Snapper; Mal. Kathupiriyan; Tam. Cuttu pirium; Common. Snapper; [Place of collection: Chennai and Vizag]","fishetarian nonveg"
"Kannadi paarai","Alectis indicus","E. Diamond trevally, Indian threadfish, Indian threadfin, Mirror fish, Plumed trevally; Common. Coastal marine fish; [Place of collection: Mumbai, Chennai and Mandapam]","fishetarian nonveg"
"Karimeen","Etroplus suratensis","E. Green chromide, Pearlspot cichlid, Banded pearlspot, Striped chromide, Pearl Spot, Banded Etroplus; Kan. Elimeenu; Kash. Pitul; Kon. Kalunder; Mal. Karimeen, Erumeen, Irimeen; O. Cundahle; Tam. Seththa Kendai, Karassar, Sethakendai, Sethakandai, Palincha, Panishettai, Udupatti; Tel. Cashi mara, Cashimara, Duvvenachepa; Common. Cichlid fish; [Place of collection: Kochi]","fishetarian nonveg"
"Karnagawala","Anchoa hepsetus","E. Broad striped anchovy; [Place of collection: Vizag]","fishetarian nonveg"
"Kayrai","Thunnus albacores","E. Yellowfin tuna, Yellow Fin Tuna; G. Gedar, Gedara; Kon. Bokado; Mal. Poovan choora; Mar. Kuppa, Gedar, Bugudi, Pimp; Tam. Soccer; Common. Tuna; [Place of collection: Chennai]","fishetarian nonveg"
"Kiriyan","Atule mate","E. Yellowtail scad, Northern yellowtail scad, One finlet scad, Deep trevally, Omaka, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pulli Parai, Para, Warri parah, Vennai Parai, Semaparai, Parai, Thenga Parai, Komaraparai, Kilisai; Tel. Manjal Parai, Pulli Parai, Para; Common. Small inshore marine fish; [Place of collection: Kochi]","fishetarian nonveg"
"Korka","Terapon jarbua","E. Crescent grunter, Target Fish, Crescent Bass, Crescent Perch, Tiger Bass, Jarbua Terapon, Tiger perch, Squeaking Perch; B. Boorgooni, Jeerpye; G. Garangeta, Naida; Kan. Gore; Mal. Kotha, Marakkeri, Keeri, Kallakeedam; Mar. Naveri Hajam, Naveri; O. Gahnu, Galikooru; Tam. Mattakkeechan, Palin keetchan, Kovakeechan, Palinkeechan, Pootankeeli, Keeli, Keechan, Chavathinnikeeli; Tel. Baikeeli, Kilipothu, Ganam, Samudrakili; Common. Grunter; [Place of collection: Kochi]","fishetarian nonveg"
"Kulam paarai","Carangoides fulvoguttatus","E. Yellowspotted trevally, Yellowspotted kingfish, Goldspotted trevally, Tarrum; Common. Large inshore marine fish; [Place of collection: Chennai]","fishetarian nonveg"
"Maagaa","Polynemus plebeius","E. Striped threadfin; Common. Marine fish; [Place of collection: Vizag]","fishetarian nonveg"
"Mackerel","Rastrelliger kanagurta","E. Indian mackerel, Rake Gillat Mackerel; G. Bangada; Kan. Bangda, Bangadei, Bangada; Kon. Bangada; Mal. Ayila, Ayala, Ayla; Mar. Kaulagedar, Bangada, Kaula Gedar; O. Karan kita; Tam. Kanangeluthi, Kumala, Kumla, Augalai; Tel. Kannangadatha, Kanagurta, Kamangadachalu; Common. Mackerel; [Place of collection: Chennai, Mumbai and Goa]","fishetarian nonveg"
"Manda clathi","Naso reticulatus","E. Reticulated unicornfish; [Place of collection: Mandapam]","fishetarian nonveg"
"Matha","Acanthurus mata","E. Elongate surgeonfish, Blue lined surgeonfish; Mal. Pala; Common. Marine tropical fish; [Place of collection: Chennai and vizag]","fishetarian nonveg"
"Milk fish","Chanos chanos","E. Milkfish, Milk fish, White Mullet; Kan. Humeen, Hoomeenu, Hoo meenu; Mal. Poomeen; Tam. Pal kendai, Palmeen, Tulu candul, Thullu, Palai meen; Tel. Pallabontha, Polah bontah; [Place of collection: Mandapam]","fishetarian nonveg"
"Moon fish","Mene maculata","E. Moonfish; G. Vaniani; Kan. Hakkimeen; Mal. Ambattan parah; Tam. Ambutan parah, Amattikatti; Common. Perch fish; [Place of collection: Mumbai]","fishetarian nonveg"
"Parrot fish","Scarus ghobban","E. Blue barred parrotfish, Blue trim parrotfish, Cream parrotfish, Globe headed parrotfish, Green blotched parrotfish, Yellow scale parrotfish, Bluechin parrotfish; Mal. Chandi; Common. Marine fish; [Place of collection: Mandapam]","fishetarian nonveg"
"Mullet","Mugil cephalus","E. Flathead grey mullet, Flathead Greymullet; B. Ain; G. Bhomat, Boi, Gandhia; Kan. Mala; Mal. Tirutha, Thirutha, Tiruta; Mar. Boi, Mangan, Boita, Pilas, Bol, Pilsa, Sherto; Tam. Madavai, Kasmeen, Manla; Tel. Kathiparega, Kathi parenga; Common. Food fish; [Place of collection: Mumbai, Kochi and Chennai]","fishetarian nonveg"
"Mural","Tylosurus crocodilus crocodilus","E. Houndfish, Crocodile needlefish, Giant Longtom; Mal. Oola, Keran; Mar. Tol; Tam. Pahmum kolah; Tel. Wahlah kuddera; Common. Game fish; [Place of collection: Mandapam]","fishetarian nonveg"
"Myil meen","Istiophorus platypterus","E. Indo Pacific sailfish, Peacock Fish, Sail Fish, Indian Sail Fish, Sailfish; G. Tadmachhi, Kunga; Mal. Ola meen, Olameen; Mar. Tadmasa; Common. Sailfish; [Place of collection: Chennai and Mandapam]","fishetarian nonveg"
"Nalla bontha","Epinephelus sp.","E. Giant Rock Cod, Malabar Rockcod, Brown-spotted Grouper, Estuary Rock cod, Malabar Grouper, Morgan`s Cod, Blackspot Cod, Malabar Reef Cod, Speckled Grouper., Blacksaddle Grouper, Malabar Cod, Speckled Grouper, Grouper, Greasy Grouper, Blackspotted Rockcod, Malabar Reefcod, Estuary Cod, Malabar Rock Cod; G. Wekhali, Wekhanu., Wekhru; Kan. Gopra, Muni Meenu; Kon. Gobri; Mal. Kalawa; Mar. Gobra, Hekru, Hekaru; O. Bhala; Tam. Punni calawah, Kalava, Punni calawah; Tel. Bontha, Kodi Punju, Bontoo; Common. Large serranid fish; [Place of collection: Vizag]","fishetarian nonveg"
"Narba","Caranx sexfasciatus","E. Bigeye trevally, Bigeye jack, Great trevally, Six banded trevally, Dusky jack, Dusk Jack, Tille Jack; G. Bangada, Kala Bangada; Kan. Gondlu; Mal. Maduthala, Varayan para, Kuluvel; Mar. Kala Bangada; Common. Large marine fish; [Place of collection: Vizag and Mumbai]","fishetarian nonveg"
"Paarai","Caranx heberi","E. Blacktip trevally, Blacktip kingfish, Yellowtail kingfish; Common. Large marine fish; [Place of collection: Chennnai]","fishetarian nonveg"
"Padayappa","Canthidermis maculata","E. Rough triggerfish, Spotted oceanic triggerfish; Common. Triggerfish; [Place of collection: Kochi]","fishetarian nonveg"
"Pali kora","Panna microdon","E. Panna croaker; [Place of collection: Kochi]","fishetarian nonveg"
"Perinkilichai","Pinjalo pinjalo","E. Pinjalo Snapper; Tam. Mette mirrei, Polei oolavai; Common. Snapper; [Place of collection: Chennai]","fishetarian nonveg"
"Pambada","Lepturacanthus savala","E. Savalai hairtail, Small head hairtail, Small Headed Hairtail, Small Headed Ribbon Fish, Small headed Ribbonfish, Silver Ribbon Fish, Hair Tail, Ribbon Fish; G. Patti; Kan. Pambole; Kon. Bale; Mal. Vellasavala, Thalayan, Vellathalayan, Karupputhalayan, Karuppusavala, Vellithalayan; Mar. Baia, Wagti, Bala; Tam. Chavalai, Karthigaivalai, Savalai, Mattachavalai, Olavalai; Tel. Nadippussavallu, Peddasavallu, Yellasavallu, Savala, Kothisavallu; Common. Snapper; [Place of collection: Chennai and Kochi]","fishetarian nonveg"
"Pandukopa","Pseudosciaena manchurica","E. Larimichthys polyactis, Redlip croaker, Small yellow croaker, Little yellow croaker, Yellow corvina; Common. Croaker; [Place of collection: Vizag]","fishetarian nonveg"
"Parava","Lactarius lactarius","E. False trevally, Big jawed jumper, Big jawed jumber; G. Dhangari, Dangri, Chapla, Katli; Kan. Saundala, Adai minu; Mal. Adavu, Parava; Mar. Saundala, Pervi; Tam. Sudumbu, Suthumbu, Guthippu; Tel. Sudumbu, Sudumbala, Kuthuppu; [Place of collection: Kochi]","fishetarian nonveg"
"Parcus","Psettodes erumei","E. Indian halibut, Indian Turbot; G. Hario, Dataro; Kon. Box Lep; Mar. Zhipali, Bhakas; Tam. Erumei nakku; Tel. Noree nalaka; Common. Large primitive flatfish; [Place of collection: Mumbai]","fishetarian nonveg"
"Phopat","Coryphaena hippurus","E. Mahi mahi, Common dolphinfish, Common Dolphin Fish; B. Pomfret; G. Halwa, Adadio, Himra Machhi; Kan. Thondrotte; Mal. Affunose, Avoli, Karuvoli, Vellavoli; Mar. Abanoos, Halwa, Himra Masa; O. Baal; Tam. Karuvaval, Vavval, Vanna, Vellaivaval, Badahlan, Koppurai kula; Tel. Chanduva, Nallachanduva, Thellachanduva; Common. Surface dwelling ray finned fish; [Place of collection: Chennai, Kochi, Vizag and Mumbai]","fishetarian nonveg"
"Piranha","Pygopritis sp.","[Place of collection: Kochi]","fishetarian nonveg"
"Pomfret, black","Parastromateus niger","E. Black pomfret, Brown Pomfret; G. Halwa, Adadio; Kan. Thondrotte; Kon. Halwa; Mal. Vellavoli, Karuvolli, Avoli, Karauthakoli; Mar. Halwa; Tam. Vellaivaval, Vavval, Karuvaval; Tel. Nallachanduva, Chanduva, Thellachanduva; Common. Pomfret; [Place of collection: Kochi, Chennai, Mumbai, Mandapam, Vizag and Goa]","fishetarian nonveg"
"Pomfret, snub nose","Trachinotus blochii","E. Snubnose Pampano; Mal. Peeyada; Mar. Ladagoo, Katattitaka; Tam. Kootili; Common. Coastal fish; [Place of collection: Mumbai]","fishetarian nonveg"
"Pomfret, white","Pampus argenteus","E. Silver pomfret, White pomfret; B. Chandi, Pomfret; G. Vichuda; Kan. Thondrotte, Thondrette, Manji; Kon. Surangat; Mal. Vellavoli, Karuvolli, Avoli, Velutha-avoli; Mar. Saranga, Chandava, Paplet; O. Chandee, Ghia; Tam. Vella vavval, Karuvaval, Vavval, Vellaivaval; Tel. Thellachanduva, Nallachanduva, Chanduva; Common. Butterfish; [Place of collection: Mumbai and Goa]","fishetarian nonveg"
"Pranel","Gerres sp.","E. Whipfin silver biddy, Deepbody mojarra; Kan. Paiya; Mal. Pranjin; Mar. Charbat; Tam. Oodan; Common. Mojarras; [Place of collection: Kochi]","fishetarian nonveg"
"Pulli paarai","Gnathanodon speciosus","E. Golden trevally, Golden kingfish, Banded trevally, King trevally, Golden Toothless Trevally, Horse Mackerel; Kan. Gondlu; Mal. Para; Tam. Pilli parah, Pathi Parah, Para, Thenga Parai, Vennai Parai, Kilisai, Pathi parah, Komaraparai, Pulli Parai, Semaparai, Parai; Tel. Pulli Parai, Para, Poloosoo parah, Manjal Parai; Common. Large marine fish; [Place of collection: Chennai]","fishetarian nonveg"
"Queen fish","Scomberoides commersonianus","E. Doubledotted Queenfish, Talang Queenfish; G. Sag; Kan. Palaimeenu, Diana; Mal. Palameen; Mar. Dagol; Tam. Toal parah, Katta; Tel. Pasupara; Common. Coastal fish; [Place of collection: Chennai, Kochi and Goa]","fishetarian nonveg"
"Raai fish","Lobotes surinamensis","E. Atlantic tripletail, Brown Tripletail, Tripple Tail, Brown Tripletail; G. Katkola; Mal. Parrandee; Mar. Katkola; O. Chota Bekkut; Tam. Musalli; Common. Warm water marine fish; [Place of collection: Chennai and Vizag]","fishetarian nonveg"
"Raai vanthu","Epinephelus chlorostigma","E. Brown spotted reef cod, Souman, Brownspotted grouper, Brown spotted grouper, Brownspotted rockcod., Brown spotted reef cod; G. Vekharu, Vekhala; Kan. Guri; Kon. Gobri; Mal. Pulli Kalawa, Kalava; Mar. Hekru, Hekaru; Tam. Kalava; Common. Grouper fish; [Place of collection: Vizag]","fishetarian nonveg"
"Rani","Pink perch","Common. Freshwater gamefish; [Place of collection: Goa, Kochi, Chennai, Mumbai, Vizag and Mandapam]","fishetarian nonveg"
"Ray fish, bow head, spotted","Rhina ancylostoma","E. Bowmouth guitarfish, Shark ray, Mud skate, Bowmouthed Guitarfish; Mar. Sakshi, Lanj; Tam. Mun ultava; Tel. Pottila sora, Nella dindi; Common. Ray; [Place of collection: Kochi]","fishetarian nonveg"
"Red snapper","Lutjanus argentimaculatus","E. Mangrove red snapper, Mangrove jack, Creek red bream, Stuart evader, Dog bream, Purple sea perch, Purple seaperch, Red bass, Red bream, Red perch, Red reef bream, River roman, Rock barramundi, Yellow snapper, Silver spotted Grey Snapper, Gray Snapper, Malabar Red Snapper; G. Ratado; Kan. Chembali; Mal. Murumeen, Pahari, Chemballi; Mar. Tambusa; Tam. Paruthikanni, Patani-keeli, Karuvalai, Nethiprion, Paruthivala Meen, Chenganni, Vekkattai, Thokkal, Cheppili, Karva, Adallu, Vekkattai, Antaleyan; Tel. Rangu, Thundava., Rangoo, Thundava, Kaliviyya; Common. Snapper; [Place of collection: Vizag]","fishetarian nonveg"
"Red snapper, small","Priacanthus hamrur","E. Lunar-tailed bigeye, Goggle eye, Moontail bullseye, Red Bullseye, Lunar-tailed Bullseye, Red Big Eye, Crescent Tail Bigeye, Lunar Tailed Bigeye, Dusky-finned Bullseye, Spot-finned Bull`s Eye., Moontail Bullseye, Bigeye Snapper, Black-spot Big-eye, Lunar-tailed Glasseye, Duskyfin Bulleye, Goggle-eye; B. Alta-punti; G. Dorali, Ratado; Kan. Disco Meenu; Mal. Bullsai; Mar. Tambi; O. Alta-punti; Tam. Kakkasi, Paswa; Tel. Bochelu; Common. Marine fish; [Place of collection: Goa]","fishetarian nonveg"
"Sadaya","Platax orbicularis","E. Orbicular batfish, Circular batfish, Orbiculate batfish, Round batfish, Orbic batfish; Common. Aquarium fish; [Place of collection: Chennai]","fishetarian nonveg"
"Salmon","Salmo salar","E. Atlantic salmon; Common. Ray-finned fish; [Place of collection: Goa]","fishetarian nonveg"
"Sangada","Nemipterus japonicus","E. Japanese threadfin bream; Common. Marine fish; [Place of collection: Chennai]","fishetarian nonveg"
"Silver carp","Hypophthalmichthys molitrix","E. Silver carp; Kan. Belli-gende; Common. Freshwater cyprinid fish, Asian carp; [Place of collection: Kolkata]","fishetarian nonveg"
